"county_code","date_id","Clinton","Trump","Stein","Johnson"
48051,"0911",3.37,1.59,0.00,0.10
48053,"0911",5.79,1.88,0.00,0.40
48055,"0911",5.09,3.25,0.00,0.19
48057,"0911",4.17,2.01,0.00,0.37
48059,"0911",5.87,2.35,0.12,0.68
48061,"0911",3.09,1.84,0.05,0.21
48063,"0911",5.67,0.81,0.00,0.27
48065,"0911",4.07,0.81,0.00,0.27
48067,"0911",5.12,1.62,0.07,0.07
48069,"0911",2.86,1.18,0.00,0.17
48071,"0911",4.13,1.54,0.05,0.35
48073,"0911",5.02,2.00,0.05,0.23
48075,"0911",5.76,1.20,0.00,0.00
48077,"0911",4.04,1.32,0.00,0.23
48079,"0911",5.32,2.13,0.00,0.00
48081,"0911",3.03,1.21,0.61,1.82
48083,"0911",4.69,7.40,0.18,0.54
48085,"0911",5.04,2.01,0.08,0.33
48087,"0911",3.47,0.00,0.00,0.00
48089,"0911",5.68,1.80,0.07,0.43
48091,"0911",6.62,2.34,0.09,0.53
48093,"0911",3.32,1.55,0.10,0.00
48095,"0911",2.61,2.17,0.43,0.43
48097,"0911",6.03,1.80,0.00,0.39
48099,"0911",4.44,1.92,0.08,0.54
48101,"0911",7.39,4.93,0.49,0.99
48103,"0911",3.32,1.84,0.00,0.37
48105,"0911",1.89,0.00,0.94,0.00
48107,"0911",4.27,0.30,0.00,0.61
48109,"0911",6.55,2.18,0.00,0.00
48111,"0911",3.16,1.37,0.00,0.00
48113,"0911",4.62,2.21,0.08,0.33
48115,"0911",4.02,1.34,0.00,0.12
48117,"0911",3.83,2.92,0.26,0.65
48119,"0911",6.13,1.89,0.00,0.47
48121,"0911",5.36,2.20,0.09,0.38
48123,"0911",5.69,2.66,0.00,0.57
48125,"0911",3.31,1.32,0.00,0.00
48127,"0911",3.89,1.80,0.45,0.00
48129,"0911",8.35,2.46,0.00,0.49
48131,"0911",2.53,1.52,0.00,0.10
48133,"0911",5.39,1.57,0.00,0.00
48135,"0911",3.46,1.52,0.03,0.31
48137,"0911",3.57,3.57,0.00,0.51
48139,"0911",4.93,2.02,0.05,0.25
48141,"0911",3.31,1.74,0.07,0.32
48143,"0911",4.89,1.75,0.08,0.36
48145,"0911",4.89,2.53,0.34,0.25
48147,"0911",6.21,1.28,0.10,0.56
48149,"0911",5.40,1.88,0.25,0.15
48151,"0911",3.62,2.17,0.72,0.00
48153,"0911",3.24,0.75,0.00,0.00
48155,"0911",6.49,2.60,0.00,0.00
48157,"0911",4.41,2.21,0.07,0.23
48159,"0911",4.46,1.97,0.13,1.44
48161,"0911",5.75,1.23,0.00,0.55
48163,"0911",2.15,0.67,0.00,0.00
48165,"0911",3.75,4.60,0.00,0.23
48167,"0911",5.11,2.02,0.07,0.43
48169,"0911",2.41,0.34,0.00,0.34
48171,"0911",6.89,2.79,0.09,0.90
48173,"0911",8.47,0.00,0.00,0.00
48175,"0911",4.32,0.81,0.27,0.27
48177,"0911",4.04,2.44,0.51,0.32
48179,"0911",4.30,1.94,0.00,0.26
48181,"0911",5.22,1.75,0.07,0.32
48183,"0911",5.16,2.44,0.04,0.30
48185,"0911",4.50,2.20,0.05,0.38
48187,"0911",4.94,1.68,0.04,0.42
48189,"0911",2.64,1.22,0.00,0.15
48191,"0911",4.83,1.38,0.00,0.00
48193,"0911",4.70,1.63,0.00,0.00
48195,"0911",3.98,0.80,0.00,0.20
48197,"0911",4.88,1.05,0.00,0.35
48199,"0911",5.58,2.01,0.10,0.26
48201,"0911",4.21,2.12,0.08,0.32
48203,"0911",4.75,2.54,0.03,0.26
48205,"0911",2.33,2.33,0.00,0.00
48207,"0911",4.45,1.62,0.00,0.00
48209,"0911",4.39,1.95,0.13,0.54
48211,"0911",6.17,3.25,0.00,0.32
48213,"0911",4.66,1.81,0.04,0.19
48215,"0911",2.73,1.76,0.03,0.17
48217,"0911",5.07,1.98,0.19,0.38
48219,"0911",4.86,2.26,0.09,0.40
48221,"0911",7.76,4.44,0.12,0.31
48223,"0911",4.86,2.40,0.12,0.46
48225,"0911",5.30,2.56,0.00,0.09
48227,"0911",4.25,3.00,0.07,0.48
48229,"0911",3.27,1.42,0.06,0.25
48231,"0911",4.96,2.57,0.05,0.47
48233,"0911",4.97,1.82,0.00,0.30
48235,"0911",7.69,2.56,0.00,0.85
48237,"0911",3.21,0.80,0.00,0.20
48239,"0911",4.32,1.89,0.08,0.08
48241,"0911",4.88,2.36,0.16,0.38
48243,"0911",4.07,0.58,0.00,0.58
48245,"0911",4.69,2.26,0.07,0.25
48247,"0911",1.64,0.00,0.00,0.00
48249,"0911",3.62,1.27,0.06,0.22
48251,"0911",4.84,1.63,0.09,0.36
48253,"0911",4.40,1.35,0.13,0.47
48255,"0911",4.00,0.92,0.00,0.00
48257,"0911",4.39,1.89,0.06,0.25
48259,"0911",6.66,2.38,0.07,0.62
48261,"0911",4.65,0.00,0.00,0.00
48263,"0911",10.34,3.45,0.00,0.00
48265,"0911",6.04,1.71,0.10,0.20
48267,"0911",2.55,4.25,0.00,0.00
48269,"0911",4.55,0.00,0.00,0.00
48271,"0911",1.26,1.26,0.00,0.00
48273,"0911",2.69,1.23,0.02,0.19
48275,"0911",1.97,1.18,0.00,0.00
48277,"0911",5.77,2.05,0.05,0.25
48279,"0911",2.07,1.31,0.00,0.00
48281,"0911",8.78,1.16,0.11,0.11
48283,"0911",6.33,3.40,0.00,0.15
48285,"0911",5.54,1.60,0.00,0.44
48287,"0911",5.54,1.81,0.10,0.57
48289,"0911",6.13,2.71,0.18,0.61
48291,"0911",4.05,2.10,0.04,0.25
48293,"0911",4.19,2.44,0.00,0.23
48295,"0911",4.86,1.39,0.00,2.08
48297,"0911",4.51,1.55,0.00,0.00
48299,"0911",6.23,1.53,0.04,0.75
48301,"0911",8.40,1.68,0.00,0.84
48303,"0911",4.11,1.77,0.07,0.34
48305,"0911",4.76,1.47,0.00,0.00
48307,"0911",4.70,1.02,0.20,0.20
48309,"0911",4.69,1.82,0.09,0.44
48311,"0911",5.51,1.05,0.00,0.00
48313,"0911",3.72,1.61,0.00,0.12
48315,"0911",3.42,1.21,0.00,0.00
48317,"0911",3.09,0.65,0.00,0.33
48319,"0911",8.09,2.21,0.00,0.00
48321,"0911",3.92,1.76,0.03,0.26
48323,"0911",2.86,1.56,0.07,0.23
48325,"0911",3.30,1.60,0.09,0.63
48327,"0911",0.00,11.11,0.00,0.00
48329,"0911",4.85,1.87,0.05,0.46
48331,"0911",3.67,2.36,0.00,0.10
48333,"0911",5.20,1.12,0.00,0.37
48335,"0911",3.75,1.64,0.00,0.00
48337,"0911",5.97,1.70,0.09,0.09
48339,"0911",5.81,2.05,0.12,0.50
48341,"0911",2.68,1.00,0.06,0.12
48343,"0911",3.99,1.59,0.00,0.16
48345,"0911",10.14,5.80,0.00,0.00
48347,"0911",3.76,1.55,0.08,0.41
48349,"0911",3.65,1.49,0.06,0.34
48351,"0911",6.22,1.55,0.00,0.52
48353,"0911",4.19,0.88,0.00,0.22
48355,"0911",4.24,1.59,0.05,0.24
48357,"0911",3.84,2.63,0.00,0.33
48359,"0911",4.48,1.49,0.00,1.49
48361,"0911",5.11,1.67,0.08,0.23
48363,"0911",4.38,1.26,0.00,0.81
48365,"0911",6.25,4.61,0.00,0.00
48367,"0911",6.21,2.53,0.07,0.45
48369,"0911",3.82,2.49,0.00,1.16
48371,"0911",4.44,1.04,0.00,0.09
48373,"0911",4.73,2.15,0.00,0.09
48375,"0911",4.05,1.75,0.08,0.33
48377,"0911",2.42,2.82,0.00,0.20
48379,"0911",6.32,1.18,0.00,0.59
48381,"0911",5.22,1.85,0.08,0.43
48383,"0911",2.05,1.46,0.00,0.58
48385,"0911",9.32,6.21,0.62,0.00
48387,"0911",4.27,1.85,0.00,0.28
48389,"0911",8.53,1.22,0.06,0.38
48391,"0911",2.38,1.75,0.00,0.16
48393,"0911",4.76,3.17,0.00,1.59
48395,"0911",4.87,1.46,0.16,0.32
48397,"0911",5.95,1.91,0.05,0.28
48399,"0911",4.83,2.56,0.00,0.00
48401,"0911",6.10,2.97,0.03,0.10
48403,"0911",3.00,2.36,0.00,0.00
48405,"0911",3.35,0.61,0.00,0.61
48407,"0911",4.04,2.04,0.12,0.08
48409,"0911",4.75,2.05,0.03,0.30
48411,"0911",7.40,2.17,0.54,0.36
48413,"0911",6.36,1.42,0.11,0.40
48415,"0911",3.30,4.04,0.00,0.13
48417,"0911",8.18,1.89,0.00,0.00
48419,"0911",4.11,2.13,0.00,0.29
48421,"0911",8.93,12.14,0.00,1.43
48423,"0911",5.56,2.03,0.11,0.45
48425,"0911",6.54,2.21,0.10,0.30
48427,"0911",2.78,1.40,0.02,0.14
48429,"0911",15.90,2.47,0.00,0.00
48431,"0911",6.36,0.00,0.00,0.91
48433,"0911",7.58,0.00,0.00,0.00
48435,"0911",4.40,3.60,0.00,0.00
48437,"0911",5.00,2.21,0.13,0.45
48439,"0911",4.66,2.11,0.10,0.36
48441,"0911",4.91,1.91,0.09,0.53
48443,"0911",4.05,0.93,0.00,0.00
48445,"0911",5.09,3.01,0.00,0.23
48447,"0911",1.08,1.08,0.00,0.00
48449,"0911",3.72,1.80,0.00,0.27
48451,"0911",4.95,1.63,0.10,0.37
48453,"0911",4.83,2.09,0.12,0.44
48455,"0911",4.99,3.36,0.10,0.10
48457,"0911",3.88,1.99,0.30,0.99
48459,"0911",6.26,2.90,0.04,0.20
48461,"0911",2.61,0.95,0.00,0.00
48463,"0911",3.33,2.18,0.13,0.26
48465,"0911",4.11,1.48,0.05,0.30
48467,"0911",5.79,3.51,0.02,0.30
48469,"0911",5.76,2.25,0.07,0.43
48471,"0911",3.62,1.78,0.12,0.31
48473,"0911",4.25,1.83,0.07,0.39
48475,"0911",3.92,1.19,0.09,1.88
48477,"0911",4.37,1.66,0.15,0.36
48479,"0911",2.79,1.63,0.07,0.12
48481,"0911",3.53,1.11,0.00,0.13
48483,"0911",3.63,1.04,0.00,0.26
48485,"0911",5.01,1.67,0.05,0.43
48487,"0911",3.14,1.29,0.18,0.28
48489,"0911",2.25,2.00,0.00,0.08
48491,"0911",3.01,1.34,0.05,0.30
48493,"0911",5.07,1.99,0.04,0.40
48495,"0911",5.01,2.12,0.00,0.19
48497,"0911",5.21,1.82,0.14,0.56
48499,"0911",5.80,3.92,0.24,0.55
48501,"0911",2.35,1.76,0.00,0.00
48503,"0911",5.73,1.68,0.05,0.05
48505,"0911",2.08,1.51,0.00,0.19
48507,"0911",1.50,1.88,0.00,0.19
49001,"0911",2.40,1.44,0.00,0.32
49003,"0911",4.21,2.38,0.11,0.54
49005,"0911",4.04,2.06,0.13,0.89
49007,"0911",3.62,1.90,0.24,0.52
49009,"0911",1.54,0.00,0.00,0.00
49011,"0911",3.92,1.56,0.05,0.50
49013,"0911",2.56,1.19,0.18,0.00
49015,"0911",2.27,1.14,0.00,0.11
49017,"0911",3.13,1.33,0.16,0.08
49019,"0911",3.73,1.58,0.00,0.34
49021,"0911",3.94,1.50,0.12,0.54
49023,"0911",3.91,1.54,0.00,0.31
49025,"0911",4.68,2.25,0.36,0.54
49027,"0911",3.99,1.81,0.00,0.12
49029,"0911",4.36,2.35,0.06,0.67
49031,"0911",0.00,0.00,0.00,0.00
49033,"0911",5.70,3.36,0.34,1.01
49035,"0911",4.07,1.83,0.10,0.56
49037,"0911",2.94,1.31,0.00,0.22
49039,"0911",3.64,1.60,0.09,0.41
49041,"0911",3.77,2.05,0.07,0.46
49043,"0911",4.02,1.84,0.09,0.61
49045,"0911",3.80,1.09,0.02,0.46
49047,"0911",4.08,1.07,0.18,0.43
49049,"0911",4.12,1.71,0.10,0.74
49051,"0911",3.40,1.81,0.07,0.32
49053,"0911",4.64,1.91,0.07,0.48
49055,"0911",1.58,1.58,0.00,0.00
49057,"0911",3.90,1.78,0.12,0.50
50001,"0911",4.48,2.48,0.20,0.61
50003,"0911",5.18,2.60,0.17,0.30
50005,"0911",4.51,2.90,0.22,0.70
50007,"0911",5.26,2.30,0.22,0.64
50009,"0911",5.04,3.88,0.39,0.39
50011,"0911",5.29,2.13,0.31,0.43
50013,"0911",4.99,1.96,0.10,0.39
50015,"0911",5.13,2.08,0.19,0.56
50017,"0911",5.50,1.82,0.20,1.47
50019,"0911",3.30,0.83,0.31,0.31
50021,"0911",6.53,2.22,0.23,0.41
50023,"0911",5.09,3.18,0.31,0.56
50025,"0911",5.92,3.36,0.63,0.72
50027,"0911",5.63,1.79,0.82,0.54
51001,"0911",5.35,2.90,0.08,0.40
51003,"0911",5.03,2.40,0.19,0.62
51005,"0911",3.63,3.88,0.05,0.55
51007,"0911",4.02,2.08,0.00,0.55
51009,"0911",6.51,2.68,0.00,0.23
51011,"0911",5.02,4.09,0.00,0.74
51013,"0911",6.15,2.82,0.18,0.58
51015,"0911",5.89,2.46,0.23,0.60
51017,"0911",5.50,2.27,0.00,0.65
51019,"0911",6.16,2.70,0.10,0.60
51021,"0911",2.69,1.35,0.00,0.00
51023,"0911",6.30,2.75,0.13,0.35
51025,"0911",3.28,0.82,0.00,0.59
51027,"0911",4.98,3.77,0.08,0.32
51029,"0911",3.15,1.42,0.16,0.47
51031,"0911",5.33,2.38,0.14,0.64
51033,"0911",5.73,2.04,0.05,0.40
51035,"0911",4.49,2.11,0.07,0.14
51036,"0911",3.92,0.39,0.00,0.39
51037,"0911",2.51,1.25,0.00,0.00
51041,"0911",5.76,2.79,0.14,0.68
51043,"0911",4.47,1.40,0.20,0.80
51045,"0911",2.64,2.64,0.00,0.00
51047,"0911",5.99,2.25,0.33,0.48
51049,"0911",2.22,1.90,0.00,0.95
51051,"0911",5.21,1.69,0.00,0.14
51053,"0911",5.45,2.12,0.10,0.20
51057,"0911",5.77,1.56,0.00,0.48
51059,"0911",5.80,2.82,0.15,0.53
51061,"0911",6.63,4.26,0.22,0.65
51063,"0911",5.92,7.42,0.00,0.45
51065,"0911",6.92,3.05,0.34,0.43
51067,"0911",6.28,3.41,0.25,0.90
51069,"0911",5.79,2.55,0.13,0.57
51071,"0911",6.04,0.98,0.00,0.16
51073,"0911",6.09,2.08,0.05,0.69
51075,"0911",6.25,3.36,0.00,0.16
51077,"0911",5.12,2.18,0.11,0.22
51079,"0911",5.91,2.98,0.23,0.60
51081,"0911",3.42,1.57,0.00,0.07
51083,"0911",4.08,1.91,0.09,0.40
51085,"0911",6.28,2.31,0.15,0.55
51087,"0911",4.87,2.79,0.15,0.59
51089,"0911",4.75,1.98,0.10,0.29
51091,"0911",6.06,8.33,0.00,0.76
51093,"0911",5.54,2.39,0.21,0.47
51095,"0911",6.07,2.69,0.15,0.70
51097,"0911",4.24,4.59,0.00,0.71
51099,"0911",6.04,2.64,0.10,0.61
51101,"0911",4.38,2.11,0.24,0.32
51103,"0911",4.67,1.80,0.00,0.54
51105,"0911",5.73,1.76,0.18,0.28
51107,"0911",3.62,1.76,0.13,0.34
51109,"0911",5.15,3.33,0.15,0.53
51111,"0911",3.20,2.05,0.00,0.68
51113,"0911",5.39,1.71,0.79,0.66
51115,"0911",6.11,1.65,0.00,1.49
51117,"0911",4.38,1.99,0.04,0.31
51119,"0911",4.26,5.43,0.00,0.00
51121,"0911",4.38,2.24,0.14,0.72
51125,"0911",5.90,2.59,0.00,1.45
51127,"0911",5.43,2.58,0.00,0.44
51131,"0911",4.12,2.21,0.20,0.80
51133,"0911",4.68,2.51,0.00,0.54
51135,"0911",3.79,2.77,0.08,0.16
51137,"0911",6.50,4.19,0.10,0.34
51139,"0911",6.60,3.73,0.27,0.47
51141,"0911",7.21,1.64,0.11,0.22
51143,"0911",4.79,2.06,0.09,0.40
51145,"0911",6.92,1.96,0.08,0.88
51147,"0911",5.33,3.56,0.89,0.89
51149,"0911",3.41,2.28,0.09,0.41
51153,"0911",5.40,2.82,0.12,0.39
51155,"0911",4.40,1.66,0.00,0.38
51157,"0911",7.56,3.57,0.00,0.43
51159,"0911",4.72,1.96,0.39,0.20
51161,"0911",5.64,2.36,0.07,0.56
51163,"0911",4.79,2.04,0.26,1.89
51165,"0911",4.66,2.37,0.21,0.87
51167,"0911",6.31,4.27,0.09,0.14
51169,"0911",5.52,2.05,0.06,0.23
51171,"0911",5.32,2.73,0.15,0.41
51173,"0911",5.82,2.10,0.04,0.18
51175,"0911",4.44,2.52,0.06,0.18
51177,"0911",5.81,2.80,0.22,0.58
51179,"0911",6.11,2.65,0.12,0.42
51181,"0911",2.53,1.90,0.00,3.48
51183,"0911",2.60,0.65,0.00,0.22
51185,"0911",7.96,2.84,0.00,0.37
51187,"0911",6.16,2.71,0.11,0.52
51191,"0911",6.57,2.34,0.18,0.39
51193,"0911",4.73,1.91,0.00,0.18
51195,"0911",5.88,3.10,0.11,0.43
51197,"0911",4.63,2.09,0.11,0.41
51199,"0911",6.80,2.57,0.24,0.53
53001,"0911",4.82,2.70,0.00,0.44
53003,"0911",4.81,1.29,0.09,0.34
53005,"0911",4.38,1.89,0.13,0.57
53007,"0911",6.36,2.04,0.07,0.47
53009,"0911",5.29,1.95,0.18,0.69
53011,"0911",5.07,2.50,0.15,0.57
53013,"0911",6.98,3.10,0.00,0.00
53015,"0911",4.77,1.76,0.18,0.46
53017,"0911",6.25,2.82,0.14,1.09
53019,"0911",10.99,7.61,0.21,0.42
53021,"0911",3.74,2.20,0.13,0.63
53023,"0911",4.05,0.23,0.00,0.23
53025,"0911",3.88,1.82,0.09,0.44
53027,"0911",5.11,1.77,0.11,0.52
53029,"0911",5.66,2.09,0.20,0.96
53031,"0911",6.26,2.03,0.48,0.57
53033,"0911",4.66,2.26,0.14,0.56
53035,"0911",5.19,1.96,0.14,0.75
53037,"0911",6.10,2.51,0.22,0.53
53039,"0911",7.77,1.70,0.27,0.45
53041,"0911",4.76,1.89,0.12,0.74
53043,"0911",5.63,2.54,0.00,0.85
53045,"0911",4.25,2.00,0.22,0.55
53047,"0911",5.19,2.95,0.65,0.96
53049,"0911",4.45,2.17,0.11,0.49
53051,"0911",8.02,1.83,0.11,0.69
53053,"0911",4.44,2.11,0.13,0.59
53055,"0911",4.78,2.80,0.40,1.58
53057,"0911",4.95,2.06,0.23,0.64
53059,"0911",5.32,2.93,0.09,0.45
53061,"0911",4.87,2.36,0.15,0.53
53063,"0911",5.17,2.00,0.13,0.50
53065,"0911",4.66,1.93,0.30,0.42
53067,"0911",4.91,2.21,0.25,0.62
53069,"0911",2.93,2.51,0.00,0.84
53071,"0911",4.68,2.01,0.18,0.75
53073,"0911",5.56,2.73,0.16,0.57
53075,"0911",3.50,1.64,0.11,0.84
53077,"0911",3.93,1.83,0.06,0.30
54001,"0911",4.63,1.91,0.00,0.40
54003,"0911",5.73,2.74,0.15,0.36
54005,"0911",4.13,1.55,0.13,0.39
54007,"0911",2.31,3.31,0.00,0.00
54009,"0911",3.61,2.71,0.00,0.09
54011,"0911",5.58,2.94,0.11,0.39
54013,"0911",5.84,5.84,0.73,0.00
54015,"0911",2.86,0.00,0.00,0.57
54017,"0911",3.30,3.85,0.55,0.00
54019,"0911",5.10,2.78,0.08,0.51
54021,"0911",1.36,2.17,0.00,0.54
54023,"0911",5.71,3.35,0.00,0.00
54025,"0911",4.58,1.92,0.08,0.25
54027,"0911",4.72,3.69,0.10,0.31
54029,"0911",5.62,2.25,0.00,0.43
54031,"0911",5.49,3.74,0.12,0.58
54033,"0911",5.68,2.17,0.13,0.20
54035,"0911",4.40,2.13,0.10,0.14
54037,"0911",5.77,2.16,0.07,0.52
54039,"0911",4.89,2.59,0.08,0.37
54041,"0911",4.43,2.66,0.00,0.49
54043,"0911",4.13,1.85,0.00,0.22
54045,"0911",3.57,1.50,0.06,0.00
54047,"0911",3.38,2.46,0.00,0.31
54049,"0911",5.16,2.45,0.08,0.42
54051,"0911",4.64,2.40,0.00,0.28
54053,"0911",4.04,2.78,0.05,0.16
54055,"0911",4.18,1.89,0.11,0.20
54057,"0911",5.39,3.35,0.00,0.59
54059,"0911",5.30,3.01,0.09,0.18
54061,"0911",5.04,2.35,0.11,0.57
54063,"0911",3.07,2.30,0.00,0.51
54065,"0911",7.85,3.30,0.00,0.78
54067,"0911",4.14,1.74,0.08,0.25
54069,"0911",6.13,2.14,0.16,0.28
54071,"0911",4.65,1.74,0.00,0.00
54073,"0911",5.16,4.91,0.00,0.00
54075,"0911",6.46,1.67,0.24,0.00
54077,"0911",4.36,1.94,0.12,0.18
54079,"0911",5.55,2.54,0.07,0.26
54081,"0911",4.93,2.62,0.10,0.49
54083,"0911",4.84,3.00,0.05,0.32
54085,"0911",4.50,2.25,0.00,0.15
54087,"0911",1.31,1.31,0.00,0.16
54089,"0911",4.07,3.28,0.00,0.13
54091,"0911",4.26,1.88,0.00,0.13
54093,"0911",4.74,1.02,0.17,0.17
54095,"0911",6.47,2.24,0.00,0.00
54097,"0911",5.17,1.43,0.04,0.43
54099,"0911",6.07,2.43,0.00,0.37
54101,"0911",2.81,1.05,0.00,0.00
54103,"0911",4.38,3.60,0.00,0.49
54105,"0911",3.42,2.56,0.00,0.85
54107,"0911",5.73,2.56,0.04,0.30
54109,"0911",2.72,1.96,0.00,0.11
55001,"0911",3.95,1.91,0.03,0.37
55003,"0911",3.86,2.33,0.21,0.42
55005,"0911",3.82,1.30,0.07,0.49
55007,"0911",6.50,2.95,0.17,0.52
55009,"0911",4.27,2.39,0.15,0.50
55011,"0911",4.87,1.53,0.00,0.42
55013,"0911",5.69,2.17,0.18,0.36
55015,"0911",4.13,1.82,0.05,0.28
55017,"0911",4.29,1.60,0.11,0.43
55019,"0911",4.72,1.71,0.07,0.46
55021,"0911",4.69,1.77,0.21,0.46
55023,"0911",3.79,2.58,0.08,0.08
55025,"0911",4.62,2.11,0.16,0.49
55027,"0911",4.39,2.06,0.12,0.25
55029,"0911",5.80,2.59,0.13,0.54
55031,"0911",4.73,2.51,0.05,0.54
55033,"0911",3.47,1.48,0.15,1.01
55035,"0911",4.58,1.86,0.21,0.73
55037,"0911",4.51,1.50,1.50,0.00
55039,"0911",4.92,1.96,0.17,0.57
55041,"0911",2.59,2.11,0.00,0.00
55043,"0911",4.00,2.28,0.03,0.40
55045,"0911",4.07,2.27,0.07,0.69
55047,"0911",4.91,1.60,0.11,0.23
55049,"0911",4.79,0.98,0.20,0.34
55051,"0911",4.85,0.61,0.00,0.30
55053,"0911",3.51,1.27,0.00,0.79
55055,"0911",4.74,2.17,0.09,0.65
55057,"0911",4.74,1.24,0.16,0.31
55059,"0911",4.50,2.03,0.11,0.46
55061,"0911",4.37,1.55,0.17,0.06
55063,"0911",4.40,1.97,0.13,0.49
55065,"0911",4.00,1.44,0.00,0.11
55067,"0911",4.02,1.77,0.00,0.41
55069,"0911",3.60,1.45,0.09,0.33
55071,"0911",6.14,3.23,0.45,0.63
55073,"0911",3.71,1.71,0.06,0.34
55075,"0911",3.89,1.72,0.17,0.51
55077,"0911",5.62,1.69,0.09,0.37
55078,"0911",7.98,0.53,0.00,0.00
55079,"0911",4.11,1.95,0.10,0.46
55081,"0911",4.91,1.95,0.11,0.34
55083,"0911",3.79,1.92,0.09,0.57
55085,"0911",5.29,2.73,0.10,0.46
55087,"0911",4.43,2.07,0.14,0.44
55089,"0911",5.68,2.17,0.15,0.86
55091,"0911",3.72,2.10,0.00,0.49
55093,"0911",4.81,1.84,0.10,0.46
55095,"0911",4.39,1.83,0.10,0.52
55097,"0911",4.39,1.89,0.11,0.43
55099,"0911",4.42,1.10,0.00,0.66
55101,"0911",4.64,2.50,0.09,0.45
55103,"0911",2.97,2.88,0.09,0.93
55105,"0911",4.09,2.06,0.12,0.34
55107,"0911",5.35,2.24,0.37,0.50
55109,"0911",6.87,3.78,0.34,1.28
55111,"0911",4.00,2.00,0.14,0.52
55113,"0911",5.80,2.84,0.12,0.36
55115,"0911",3.19,1.90,0.03,0.32
55117,"0911",4.60,2.54,0.06,0.41
55119,"0911",3.55,1.42,0.16,0.55
55121,"0911",4.67,2.00,0.08,0.45
55123,"0911",5.69,2.76,0.22,0.33
55125,"0911",4.82,1.73,0.04,0.21
55127,"0911",4.97,2.44,0.04,0.24
55129,"0911",5.56,2.13,0.46,0.38
55131,"0911",6.25,2.78,0.20,0.56
55133,"0911",5.48,2.31,0.09,0.59
55135,"0911",5.01,2.19,0.35,0.58
55137,"0911",5.41,2.30,0.12,0.27
55139,"0911",3.98,1.85,0.09,0.40
55141,"0911",4.99,2.41,0.07,0.43
56001,"0911",4.31,1.57,0.27,0.82
56003,"0911",4.50,1.50,0.00,0.00
56005,"0911",5.75,1.37,0.09,0.40
56007,"0911",5.51,1.58,0.13,0.44
56009,"0911",4.35,1.02,0.09,0.65
56011,"0911",5.04,1.68,0.34,0.50
56013,"0911",3.96,1.85,0.09,0.40
56015,"0911",3.69,1.73,0.00,0.58
56017,"0911",7.64,1.35,0.00,0.00
56019,"0911",6.62,1.03,0.00,0.88
56021,"0911",4.91,1.38,0.12,0.81
56023,"0911",3.65,1.54,0.06,0.45
56025,"0911",4.65,1.86,0.06,0.73
56027,"0911",4.69,1.56,0.00,0.00
56029,"0911",4.89,2.18,0.05,0.29
56031,"0911",4.58,1.00,0.00,0.57
56033,"0911",5.18,1.63,0.09,0.47
56035,"0911",6.05,1.21,0.00,0.00
56037,"0911",4.11,2.08,0.02,0.46
56039,"0911",4.80,1.46,0.07,0.92
56041,"0911",1.91,1.14,0.19,0.19
56043,"0911",3.58,1.24,0.00,0.78
56045,"0911",4.79,1.68,0.00,6.86
1001,"0904",1.09,1.80,0.06,0.36
1003,"0904",1.66,2.65,0.07,0.51
1005,"0904",1.14,1.01,0.13,0.44
1007,"0904",0.88,1.52,0.16,0.24
1009,"0904",1.46,1.83,0.04,0.40
1011,"0904",1.92,6.72,0.00,0.77
1013,"0904",1.83,1.59,0.00,0.79
1015,"0904",1.40,1.93,0.11,0.42
1017,"0904",1.21,1.00,0.08,0.13
1019,"0904",1.19,3.73,0.05,0.27
1021,"0904",1.49,1.81,0.06,0.29
1023,"0904",0.34,1.03,0.00,0.00
1025,"0904",1.56,2.47,0.08,0.16
1027,"0904",0.60,0.90,0.15,0.15
1029,"0904",1.20,2.39,0.00,0.13
1031,"0904",1.45,1.21,0.05,0.61
1033,"0904",1.80,2.14,0.04,0.47
1035,"0904",0.81,2.42,0.00,0.48
1037,"0904",0.83,1.56,0.00,0.10
1039,"0904",0.84,1.31,0.00,0.46
1041,"0904",0.79,0.79,0.00,0.26
1043,"0904",1.32,1.66,0.06,0.45
1045,"0904",0.98,1.91,0.14,0.81
1047,"0904",1.14,1.18,0.04,0.13
1049,"0904",1.29,1.91,0.10,0.56
1051,"0904",1.24,1.63,0.10,0.35
1053,"0904",0.88,1.97,0.04,0.37
1055,"0904",1.23,2.00,0.08,0.39
1057,"0904",2.53,1.18,0.00,0.68
1059,"0904",1.12,1.65,0.20,0.33
1061,"0904",1.53,1.26,0.14,0.49
1063,"0904",0.30,1.47,0.30,0.30
1065,"0904",0.82,1.78,0.00,0.68
1067,"0904",1.24,1.81,0.23,0.00
1069,"0904",1.27,1.50,0.11,0.58
1071,"0904",1.51,2.51,0.06,0.26
1073,"0904",1.46,1.76,0.13,0.60
1075,"0904",0.21,1.93,0.00,0.00
1077,"0904",1.77,1.86,0.13,0.47
1079,"0904",1.69,1.98,0.05,0.53
1081,"0904",1.22,1.65,0.16,0.74
1083,"0904",1.02,1.69,0.11,0.41
1085,"0904",1.01,0.57,0.00,0.29
1087,"0904",1.47,1.32,0.10,0.78
1089,"0904",1.81,1.83,0.16,0.62
1091,"0904",1.32,1.03,0.09,0.09
1093,"0904",1.72,1.95,0.05,0.14
1095,"0904",1.37,2.21,0.04,0.48
1097,"0904",1.53,1.95,0.10,0.46
1099,"0904",1.44,2.10,0.07,0.33
1101,"0904",1.11,1.46,0.05,0.53
