"county_code","date_id","Clinton","Trump","Stein","Johnson"
20037,"0925",3.94,3.61,0.12,0.74
20039,"0925",1.68,2.52,0.00,0.00
20041,"0925",3.04,2.97,0.30,0.74
20043,"0925",4.18,5.49,0.00,0.88
20045,"0925",4.48,4.37,0.41,2.80
20047,"0925",2.48,4.13,0.83,0.00
20049,"0925",0.81,0.81,0.00,0.00
20051,"0925",4.45,3.18,0.25,0.82
20053,"0925",4.00,2.82,0.00,1.65
20055,"0925",3.27,4.32,0.06,0.58
20057,"0925",2.78,3.74,0.14,0.68
20059,"0925",3.51,4.06,0.16,0.74
20061,"0925",3.88,2.71,0.39,0.78
20063,"0925",5.41,5.41,0.00,0.90
20065,"0925",0.93,3.70,0.00,1.85
20067,"0925",3.56,2.97,0.00,0.59
20069,"0925",3.83,4.92,2.19,2.19
20071,"0925",2.97,4.95,0.00,0.00
20073,"0925",2.47,3.86,0.15,1.39
20075,"0925",6.98,3.49,0.58,0.58
20077,"0925",4.34,4.91,0.29,0.58
20079,"0925",3.42,3.81,0.17,1.06
20081,"0925",2.06,2.75,0.00,0.69
20083,"0925",7.14,5.10,0.00,1.02
20085,"0925",2.80,4.47,0.00,0.62
20087,"0925",2.77,4.05,0.00,1.07
20089,"0925",2.48,3.31,0.00,0.00
20091,"0925",4.57,4.74,0.25,1.37
20093,"0925",10.85,13.90,0.00,0.34
20095,"0925",3.28,3.28,0.17,0.86
20097,"0925",2.86,4.90,0.00,1.22
20099,"0925",2.64,3.23,0.20,0.66
20101,"0925",4.95,0.00,0.00,0.00
20103,"0925",4.11,4.54,0.30,1.01
20105,"0925",2.40,4.80,0.00,2.40
20107,"0925",3.37,3.48,0.23,1.51
20109,"0925",0.00,0.00,0.00,0.00
20111,"0925",3.96,3.32,0.31,0.95
20113,"0925",3.20,3.84,0.15,0.90
20115,"0925",3.60,3.72,0.12,0.47
20117,"0925",3.59,3.13,0.12,1.39
20119,"0925",3.69,3.69,0.00,1.48
20121,"0925",6.13,4.39,0.08,0.57
20123,"0925",2.27,2.27,0.00,0.57
20125,"0925",0.18,0.31,0.01,0.04
20127,"0925",2.95,2.07,0.05,1.40
20129,"0925",1.95,1.30,0.00,0.65
20131,"0925",4.10,5.76,0.13,0.13
20133,"0925",5.49,3.71,0.08,0.85
20135,"0925",1.22,1.22,0.41,1.22
20137,"0925",3.03,3.03,0.00,0.83
20139,"0925",3.50,3.61,0.25,0.94
20141,"0925",0.76,2.27,0.00,0.00
20143,"0925",2.43,4.20,0.00,0.66
20145,"0925",2.51,3.51,0.00,0.75
20147,"0925",3.96,4.88,0.00,1.22
20149,"0925",4.63,4.05,0.21,0.79
20151,"0925",3.00,2.36,0.32,0.86
20153,"0925",5.22,3.73,0.00,0.00
20155,"0925",3.81,3.93,0.21,0.87
20157,"0925",3.41,3.07,0.00,2.05
20159,"0925",2.47,4.29,0.00,1.17
20161,"0925",3.70,3.51,0.25,1.22
20163,"0925",5.51,4.72,0.00,1.57
20165,"0925",2.52,1.89,0.00,0.63
20167,"0925",1.76,2.78,0.29,0.73
20169,"0925",3.38,3.55,0.15,0.76
20171,"0925",4.65,6.85,0.00,0.24
20173,"0925",3.58,3.80,0.16,1.00
20175,"0925",2.76,2.19,0.10,0.52
20177,"0925",3.77,3.69,0.24,0.86
20179,"0925",1.08,0.00,1.08,1.08
20181,"0925",4.27,4.07,0.00,1.22
20183,"0925",3.90,2.60,0.00,0.00
20185,"0925",4.26,5.96,0.00,0.43
20187,"0925",3.47,2.31,0.00,0.58
20189,"0925",4.36,4.87,0.00,0.34
20191,"0925",3.49,5.61,0.24,0.84
20193,"0925",2.88,2.28,0.00,0.72
20195,"0925",5.77,3.53,0.32,0.32
20197,"0925",6.38,6.86,0.00,0.24
20199,"0925",0.00,3.57,0.00,2.38
20201,"0925",2.87,4.46,0.00,0.96
20203,"0925",1.76,1.76,0.59,0.00
20205,"0925",3.07,4.51,0.41,0.82
20207,"0925",2.67,2.67,0.00,0.67
20209,"0925",2.92,3.86,0.30,0.91
21001,"0925",2.96,3.97,0.18,1.48
21003,"0925",4.03,3.63,0.08,1.74
21005,"0925",3.78,4.75,0.26,0.72
21007,"0925",2.18,4.17,0.40,0.40
21009,"0925",3.05,3.54,0.12,0.54
21011,"0925",1.71,3.62,0.00,0.57
21013,"0925",2.78,2.44,0.06,0.35
21015,"0925",4.44,4.53,0.21,1.00
21017,"0925",3.13,4.22,0.07,0.80
21019,"0925",3.36,3.58,0.22,0.74
21021,"0925",5.27,5.86,0.16,0.98
21023,"0925",4.43,2.71,0.25,0.25
21025,"0925",3.69,3.90,0.00,1.11
21027,"0925",4.19,4.71,0.63,1.15
21029,"0925",3.60,3.99,0.21,0.97
21031,"0925",3.45,4.91,0.00,1.45
21033,"0925",4.19,4.31,0.00,0.72
21035,"0925",3.92,4.96,0.20,1.37
21037,"0925",4.65,4.68,0.34,1.25
21039,"0925",1.83,4.13,0.00,0.46
21041,"0925",1.85,5.44,0.29,0.68
21043,"0925",2.96,3.72,0.13,0.82
21045,"0925",2.30,4.18,0.00,0.63
21047,"0925",2.39,3.22,0.12,0.71
21049,"0925",3.61,4.39,0.23,0.75
21051,"0925",4.45,5.68,0.23,0.73
21053,"0925",2.56,3.07,0.00,0.68
21055,"0925",10.18,12.98,0.00,1.05
21057,"0925",2.81,3.90,0.22,0.43
21059,"0925",3.43,4.28,0.27,0.91
21061,"0925",1.57,3.13,0.00,1.57
21063,"0925",12.58,41.72,0.00,1.32
21065,"0925",3.03,4.04,0.50,0.63
21067,"0925",4.16,4.58,0.27,1.03
21069,"0925",3.12,3.43,0.47,0.31
21071,"0925",3.59,4.73,0.18,0.37
21073,"0925",3.38,3.60,0.18,0.70
21075,"0925",2.52,1.68,0.00,0.00
21077,"0925",3.77,2.59,0.00,0.00
21079,"0925",4.43,4.32,0.32,0.91
21081,"0925",3.73,4.53,0.11,0.85
21083,"0925",3.54,3.81,0.20,0.55
21085,"0925",3.10,2.63,0.28,0.66
21087,"0925",3.21,1.71,0.00,0.43
21089,"0925",6.46,5.09,0.09,0.85
21091,"0925",4.67,4.53,0.13,1.47
21093,"0925",2.98,3.58,0.18,0.87
21095,"0925",3.38,3.45,0.00,0.68
21097,"0925",3.09,5.11,0.19,0.58
21099,"0925",2.71,4.96,0.36,0.90
21101,"0925",2.97,3.95,0.14,0.51
21103,"0925",3.47,3.36,0.63,2.00
21105,"0925",4.08,0.00,0.00,0.00
21107,"0925",3.52,3.80,0.16,0.53
21109,"0925",2.96,2.57,0.13,0.90
21111,"0925",3.84,4.18,0.22,0.98
21113,"0925",4.12,4.41,0.16,0.99
21115,"0925",4.18,4.11,0.14,0.49
21117,"0925",4.97,4.54,0.32,1.28
21119,"0925",3.40,9.84,0.09,0.64
21121,"0925",4.21,4.48,0.11,0.32
21123,"0925",3.45,5.68,0.00,0.81
21125,"0925",3.80,4.45,0.10,0.61
21127,"0925",3.03,2.80,0.22,0.45
21129,"0925",5.68,5.31,0.00,0.18
21131,"0925",4.17,4.17,0.00,0.43
21133,"0925",5.42,7.82,0.17,0.69
21135,"0925",3.30,3.08,0.22,1.10
21137,"0925",3.11,3.73,0.31,0.31
21139,"0925",3.29,3.29,0.00,0.91
21141,"0925",3.06,3.40,0.09,0.57
21143,"0925",2.26,1.13,0.00,0.45
21145,"0925",3.79,3.27,0.18,0.87
21147,"0925",2.94,3.78,0.00,0.42
21149,"0925",2.65,1.99,0.00,0.88
21151,"0925",4.58,4.22,0.27,1.28
21153,"0925",5.21,3.12,0.00,0.00
21155,"0925",3.07,3.71,0.09,0.27
21157,"0925",3.77,3.89,0.16,1.01
21159,"0925",5.27,4.72,0.00,0.14
21161,"0925",4.12,4.32,0.14,0.67
21163,"0925",3.54,3.58,0.24,0.80
21165,"0925",3.92,6.37,0.00,0.00
21167,"0925",4.81,3.40,0.23,0.53
21169,"0925",4.01,3.01,0.00,0.50
21171,"0925",1.95,6.08,0.24,0.73
21173,"0925",3.77,5.68,0.31,0.82
21175,"0925",4.05,5.21,0.07,0.80
21177,"0925",4.09,4.82,0.28,1.07
21179,"0925",3.21,3.66,0.18,1.15
21181,"0925",3.93,2.14,0.00,0.00
21183,"0925",3.53,4.82,0.24,1.37
21185,"0925",4.60,5.29,0.16,1.13
21187,"0925",3.60,2.93,0.00,0.93
21189,"0925",0.00,0.00,0.00,0.00
21191,"0925",2.92,4.97,0.00,0.88
21193,"0925",3.27,3.68,0.06,0.71
21195,"0925",4.13,4.55,0.10,0.60
21197,"0925",3.24,2.98,0.00,0.52
21199,"0925",3.52,3.86,0.23,0.60
21201,"0925",0.00,2.67,0.00,1.33
21203,"0925",3.39,5.37,0.17,0.17
21205,"0925",4.04,3.70,0.24,1.22
21207,"0925",4.20,5.14,0.09,0.26
21209,"0925",3.70,4.52,0.11,0.98
21211,"0925",4.06,4.08,0.16,0.92
21213,"0925",2.35,3.06,0.11,0.71
21215,"0925",7.18,5.33,0.10,0.72
21217,"0925",3.44,3.63,0.05,0.86
21219,"0925",1.80,2.31,0.00,0.77
21221,"0925",2.64,3.53,0.32,0.48
21223,"0925",2.13,2.95,0.00,1.15
21225,"0925",2.54,3.50,0.12,0.12
21227,"0925",3.75,3.83,0.18,1.11
21229,"0925",3.05,3.77,0.00,0.54
21231,"0925",2.00,3.79,0.11,0.42
21233,"0925",2.21,3.82,0.40,0.60
21235,"0925",2.97,4.10,0.21,0.95
21237,"0925",2.10,4.90,0.00,0.70
21239,"0925",3.81,4.86,0.18,1.38
22001,"0925",2.38,3.79,0.14,0.46
22003,"0925",2.63,2.46,0.00,0.25
22005,"0925",2.98,4.02,0.17,0.48
22007,"0925",2.53,3.80,0.00,0.13
22009,"0925",2.47,2.91,0.15,0.24
22011,"0925",2.14,2.97,0.19,1.56
22013,"0925",1.90,3.11,0.00,0.35
22015,"0925",3.30,3.17,0.16,0.60
22017,"0925",3.27,3.32,0.15,0.57
22019,"0925",2.85,3.48,0.12,0.48
22021,"0925",2.36,2.76,0.00,0.79
22023,"0925",3.23,3.61,0.00,0.25
22025,"0925",3.78,6.87,0.00,0.34
22027,"0925",2.37,2.37,0.00,0.26
22029,"0925",5.05,5.83,0.10,0.49
22031,"0925",2.45,4.18,0.00,0.36
22033,"0925",3.48,3.95,0.17,0.76
22035,"0925",0.40,2.00,0.00,0.00
22037,"0925",2.27,3.12,0.14,1.13
22039,"0925",2.75,2.52,0.17,0.57
22041,"0925",2.23,1.84,0.00,0.52
22043,"0925",2.50,3.13,0.13,0.50
22045,"0925",2.92,3.78,0.05,0.36
22047,"0925",2.87,4.05,0.03,0.49
22049,"0925",4.24,4.24,0.14,0.82
22051,"0925",3.20,3.71,0.16,0.52
22053,"0925",2.51,2.89,0.05,0.22
22055,"0925",3.32,3.81,0.21,0.67
22057,"0925",2.88,3.36,0.23,0.56
22059,"0925",2.70,3.34,0.00,0.00
22061,"0925",3.50,3.40,0.26,0.97
22063,"0925",3.17,3.17,0.10,0.55
22065,"0925",2.33,2.33,0.00,0.18
22067,"0925",3.35,5.05,0.06,0.41
22069,"0925",3.15,4.22,0.18,0.45
22071,"0925",3.73,4.13,0.19,0.76
22073,"0925",3.03,3.39,0.12,0.63
22075,"0925",2.84,2.96,0.12,0.39
22077,"0925",3.71,4.69,0.00,0.21
22079,"0925",3.21,3.82,0.11,0.50
22081,"0925",2.49,1.94,0.28,0.00
22083,"0925",1.42,1.71,0.43,0.28
22085,"0925",1.57,3.82,0.00,0.88
22087,"0925",2.58,3.76,0.25,0.33
22089,"0925",3.29,3.84,0.08,0.48
22091,"0925",2.30,1.92,0.00,0.00
22093,"0925",2.81,3.70,0.05,0.54
22095,"0925",1.52,2.71,0.06,0.13
22097,"0925",2.46,4.37,0.15,0.47
22099,"0925",3.40,3.02,0.11,0.91
22101,"0925",2.46,3.50,0.11,0.55
22103,"0925",3.62,3.64,0.17,0.71
22105,"0925",3.00,3.35,0.17,0.48
22107,"0925",2.47,2.47,0.00,0.00
22109,"0925",2.86,4.41,0.10,0.49
22111,"0925",3.25,2.49,0.29,0.19
22113,"0925",2.18,2.57,0.16,0.36
22115,"0925",2.67,2.51,0.20,0.87
22117,"0925",2.14,3.01,0.04,0.33
22119,"0925",2.88,2.35,0.09,0.49
22121,"0925",4.02,4.46,0.12,0.32
22123,"0925",1.88,1.88,0.00,0.00
22125,"0925",2.73,4.94,0.13,0.52
22127,"0925",2.84,5.18,0.00,0.50
23001,"0925",4.32,4.63,0.37,1.37
23003,"0925",2.92,3.64,0.12,0.84
23005,"0925",4.72,4.84,0.40,1.36
23007,"0925",3.91,4.33,0.33,1.51
23009,"0925",4.35,4.63,0.28,1.00
23011,"0925",4.21,4.64,0.37,1.32
23013,"0925",3.45,3.76,0.50,1.46
23015,"0925",5.15,4.84,0.23,0.77
23017,"0925",3.64,3.24,0.25,1.55
23019,"0925",3.85,4.41,0.35,1.52
23021,"0925",3.70,3.24,0.32,1.17
23023,"0925",4.07,4.09,0.48,1.30
23025,"0925",3.30,4.08,0.28,1.03
23027,"0925",4.58,3.48,0.52,2.03
23029,"0925",2.90,3.65,0.33,1.37
23031,"0925",4.20,4.66,0.39,1.15
24001,"0925",3.64,4.70,0.20,0.82
24003,"0925",4.06,4.39,0.21,1.00
24005,"0925",3.85,4.49,0.23,0.83
24009,"0925",3.81,4.11,0.22,0.94
24011,"0925",3.06,3.37,0.36,0.89
24013,"0925",3.99,5.05,0.28,1.17
24015,"0925",3.55,3.59,0.19,1.01
24017,"0925",3.59,3.58,0.17,0.63
24019,"0925",2.59,2.91,0.16,0.39
24021,"0925",4.25,4.43,0.27,1.10
24023,"0925",3.58,3.75,0.09,0.68
24025,"0925",3.93,4.56,0.24,1.05
24027,"0925",4.54,4.66,0.25,1.10
24029,"0925",3.51,3.92,0.21,0.88
24031,"0925",4.89,5.51,0.30,0.99
24033,"0925",3.87,4.38,0.23,0.72
24035,"0925",4.20,3.49,0.15,0.65
24037,"0925",3.86,4.01,0.27,1.19
24039,"0925",3.58,3.87,0.29,0.73
24041,"0925",3.80,3.89,0.30,1.05
24043,"0925",4.00,4.60,0.20,0.87
24045,"0925",3.56,3.83,0.22,1.00
24047,"0925",2.85,3.95,0.17,0.60
25001,"0925",4.72,5.27,0.24,0.93
25003,"0925",4.20,4.69,0.32,0.86
25005,"0925",4.04,4.21,0.21,0.77
25007,"0925",3.58,4.32,0.37,0.93
25009,"0925",4.56,5.02,0.24,0.81
25011,"0925",4.82,4.91,0.67,1.17
25013,"0925",3.87,4.21,0.25,0.76
25015,"0925",5.31,5.67,0.56,1.26
25017,"0925",5.28,5.34,0.33,1.08
25019,"0925",3.54,5.39,0.18,0.74
25021,"0925",5.03,5.25,0.33,1.04
25023,"0925",4.58,4.90,0.30,0.93
25025,"0925",4.42,4.80,0.26,0.95
25027,"0925",4.36,4.74,0.25,0.97
26001,"0925",3.66,2.80,0.00,0.65
26003,"0925",4.49,2.11,0.00,0.53
26005,"0925",4.24,4.56,0.24,1.22
26007,"0925",3.60,3.11,0.49,1.40
26009,"0925",3.62,3.90,0.06,1.50
26011,"0925",3.42,2.48,0.12,0.83
26013,"0925",4.44,6.48,0.00,1.02
26015,"0925",3.11,4.45,0.34,0.73
26017,"0925",4.32,4.43,0.24,1.12
26019,"0925",4.32,3.29,0.14,0.86
26021,"0925",3.91,4.49,0.31,1.09
26023,"0925",3.00,3.99,0.27,0.84
26025,"0925",3.37,3.82,0.16,1.15
26027,"0925",2.71,2.77,0.25,1.03
26029,"0925",3.80,4.18,0.21,1.13
26031,"0925",2.72,3.00,0.11,0.61
26033,"0925",3.31,3.95,0.20,1.01
26035,"0925",2.37,2.68,0.22,0.57
26037,"0925",4.22,4.10,0.31,1.29
26039,"0925",3.24,3.24,0.27,1.35
26041,"0925",3.73,4.16,0.25,0.98
26043,"0925",3.60,3.55,0.00,0.83
26045,"0925",3.73,4.54,0.23,0.94
26047,"0925",3.63,3.32,0.17,1.15
26049,"0925",3.21,3.84,0.21,0.97
26051,"0925",2.69,3.23,0.08,0.69
26053,"0925",4.69,5.22,0.45,0.68
26055,"0925",4.10,3.99,0.27,1.25
26057,"0925",3.38,4.15,0.28,1.10
26059,"0925",3.77,3.97,0.20,1.07
26061,"0925",2.94,3.82,0.19,1.13
26063,"0925",2.99,3.18,0.14,1.00
26065,"0925",4.59,5.13,0.33,1.40
26067,"0925",2.82,3.30,0.27,1.13
26069,"0925",3.23,3.96,0.34,0.77
26071,"0925",4.06,4.31,0.25,1.01
26073,"0925",4.30,5.01,0.48,1.52
26075,"0925",3.27,3.76,0.17,1.08
26077,"0925",4.04,4.72,0.26,1.17
26079,"0925",2.62,3.81,0.00,1.10
26081,"0925",4.00,5.12,0.26,1.27
26083,"0925",3.76,2.71,0.30,0.75
26085,"0925",4.97,2.81,0.00,1.08
26087,"0925",4.34,4.48,0.45,1.27
26089,"0925",4.48,5.23,0.17,1.30
26091,"0925",4.08,3.68,0.37,1.06
26093,"0925",4.29,4.83,0.20,1.08
26095,"0925",1.93,3.04,0.00,0.55
26097,"0925",2.98,3.28,0.23,0.84
26099,"0925",3.87,4.72,0.21,1.08
26101,"0925",3.68,4.71,0.14,0.71
26103,"0925",3.50,3.96,0.46,1.39
26105,"0925",3.31,6.13,0.22,0.71
26107,"0925",3.20,3.82,0.28,1.27
26109,"0925",3.32,3.50,0.24,0.48
26111,"0925",4.38,3.61,0.24,1.07
26113,"0925",3.98,1.71,0.57,1.28
26115,"0925",3.92,3.92,0.18,0.97
26117,"0925",2.76,3.26,0.19,1.05
26119,"0925",5.61,1.65,0.00,0.66
26121,"0925",3.32,4.30,0.24,1.02
26123,"0925",3.89,4.64,0.16,1.05
26125,"0925",4.31,5.33,0.23,1.27
26127,"0925",2.98,4.70,0.23,1.83
26129,"0925",2.70,2.05,0.28,0.84
26131,"0925",3.93,3.21,0.00,1.43
26133,"0925",2.96,2.89,0.13,1.28
26135,"0925",3.22,3.44,0.00,1.66
26137,"0925",3.74,2.52,0.16,0.63
26139,"0925",3.94,4.75,0.24,1.14
26141,"0925",4.60,3.94,0.00,1.75
26143,"0925",3.59,3.68,0.45,1.06
26145,"0925",3.52,4.09,0.21,1.05
26147,"0925",3.63,4.23,0.26,1.00
26149,"0925",3.52,3.48,0.44,1.02
26151,"0925",2.49,3.34,0.24,1.03
26153,"0925",2.84,2.23,0.00,0.41
26155,"0925",4.57,4.16,0.22,1.03
26157,"0925",3.27,3.64,0.32,0.76
26159,"0925",2.85,3.53,0.09,0.93
26161,"0925",4.36,5.17,0.25,1.31
26163,"0925",3.36,4.37,0.20,0.86
26165,"0925",3.69,4.52,0.00,1.15
27001,"0925",2.97,4.32,0.17,1.10
27003,"0925",3.98,4.32,0.22,1.14
27005,"0925",4.21,3.73,0.30,0.82
27007,"0925",3.47,4.33,0.43,1.33
27009,"0925",3.03,3.82,0.28,0.61
27011,"0925",2.62,1.50,0.00,0.75
27013,"0925",3.94,3.91,0.25,1.14
27015,"0925",4.41,5.62,0.53,1.66
27017,"0925",4.13,4.97,0.21,1.17
27019,"0925",3.95,4.20,0.19,1.02
27021,"0925",3.67,4.11,0.16,0.91
27023,"0925",3.00,4.03,0.10,0.21
27025,"0925",4.37,3.97,0.38,1.05
27027,"0925",4.15,4.04,0.27,1.20
27029,"0925",2.73,3.41,0.14,1.50
27031,"0925",3.95,4.28,0.45,1.24
27033,"0925",2.29,5.38,0.00,0.81
27035,"0925",3.33,3.98,0.25,1.56
27037,"0925",4.38,4.68,0.25,1.18
27039,"0925",3.35,4.14,0.06,1.52
27041,"0925",4.47,5.96,0.13,1.83
27043,"0925",4.02,4.99,0.14,0.83
27045,"0925",3.74,3.42,0.24,1.03
27047,"0925",4.33,3.65,0.23,1.04
27049,"0925",3.27,3.86,0.32,1.04
27051,"0925",2.24,2.93,0.00,0.86
27053,"0925",4.18,4.59,0.28,1.20
27055,"0925",3.42,3.67,0.19,1.06
27057,"0925",4.07,5.44,0.14,0.76
27059,"0925",3.50,3.92,0.14,0.71
27061,"0925",3.80,4.42,0.20,1.02
27063,"0925",4.48,2.35,0.00,0.45
27065,"0925",3.67,2.24,0.00,1.22
27067,"0925",3.16,3.85,0.10,0.89
27069,"0925",5.52,2.07,0.00,0.69
27071,"0925",4.38,2.05,0.09,0.84
27073,"0925",2.55,4.41,0.00,0.46
27075,"0925",3.63,4.12,0.10,0.88
27077,"0925",7.09,1.35,0.34,0.34
27079,"0925",3.40,4.23,0.39,1.89
27081,"0925",3.27,4.17,0.30,0.60
27083,"0925",3.68,3.17,0.26,1.77
27085,"0925",3.18,3.20,0.14,1.26
27087,"0925",2.09,3.94,0.00,1.39
27089,"0925",4.37,6.43,0.00,1.03
27091,"0925",3.24,2.31,0.26,0.99
27093,"0925",3.80,5.18,0.23,1.04
27095,"0925",4.42,4.50,0.00,0.75
27097,"0925",3.00,3.60,0.00,0.69
27099,"0925",3.18,2.96,0.24,0.95
27101,"0925",2.27,4.21,0.00,0.97
27103,"0925",4.44,4.35,0.42,1.40
27105,"0925",2.03,3.50,0.11,0.23
27107,"0925",2.75,7.40,2.75,2.11
27109,"0925",3.78,3.89,0.20,1.08
27111,"0925",3.28,4.09,0.22,1.14
27113,"0925",2.80,3.94,0.19,0.95
27115,"0925",3.22,4.37,0.18,1.06
27117,"0925",3.39,3.79,0.00,0.80
27119,"0925",4.23,3.72,0.04,0.75
27121,"0925",3.25,3.37,0.24,1.08
27123,"0925",4.27,4.73,0.32,1.10
27125,"0925",5.06,2.72,0.00,2.72
27127,"0925",4.29,5.28,0.00,1.40
27129,"0925",4.25,3.61,0.09,0.45
27131,"0925",4.65,5.26,0.66,1.15
27133,"0925",2.48,2.88,0.65,0.92
27135,"0925",2.64,3.69,0.35,0.97
27137,"0925",4.92,4.85,0.49,1.43
27139,"0925",4.05,3.92,0.18,1.05
27141,"0925",3.81,4.10,0.16,1.01
27143,"0925",3.16,3.69,0.21,1.26
27145,"0925",3.91,3.76,0.24,1.08
27147,"0925",3.11,4.36,0.20,1.00
27149,"0925",3.41,4.62,0.50,1.99
27151,"0925",2.79,2.79,0.00,0.87
27153,"0925",3.00,3.00,0.18,2.26
27155,"0925",3.10,3.88,0.00,1.55
27157,"0925",5.32,6.23,0.23,1.37
27159,"0925",3.12,3.26,0.27,1.36
27161,"0925",4.19,3.99,0.13,1.33
27163,"0925",4.28,4.36,0.20,1.28
27165,"0925",2.70,3.27,0.14,0.43
27167,"0925",3.39,1.80,0.20,0.80
27169,"0925",3.86,3.62,0.32,1.47
27171,"0925",3.52,4.47,0.13,0.96
27173,"0925",3.44,4.45,0.13,1.02
28001,"0925",2.46,2.95,0.08,0.45
28003,"0925",4.19,6.08,0.30,0.47
28005,"0925",2.08,2.08,0.00,0.35
28007,"0925",1.29,1.80,0.00,0.64
28009,"0925",2.09,2.39,0.00,0.00
28011,"0925",2.02,2.69,0.07,0.21
28013,"0925",2.94,3.38,0.00,0.29
28015,"0925",1.03,3.09,0.00,0.52
28017,"0925",1.81,2.65,0.00,0.12
28019,"0925",1.46,0.73,0.00,1.09
28021,"0925",2.67,7.31,0.00,0.18
28023,"0925",1.72,4.31,0.22,1.29
28025,"0925",3.43,3.95,0.13,0.65
28027,"0925",2.43,2.90,0.00,0.07
28029,"0925",3.38,3.33,0.12,0.30
28031,"0925",2.99,2.17,0.14,0.68
28033,"0925",2.97,3.57,0.15,0.63
28035,"0925",3.27,3.82,0.12,0.51
28037,"0925",3.23,3.77,0.00,0.18
28039,"0925",3.77,4.32,0.08,0.31
28041,"0925",2.73,2.73,0.00,0.23
28043,"0925",2.83,3.56,0.00,0.12
28045,"0925",2.91,3.75,0.16,0.84
28047,"0925",3.27,3.90,0.14,0.65
28049,"0925",3.05,3.82,0.17,0.60
28051,"0925",1.70,2.79,0.15,0.31
28053,"0925",4.62,6.57,0.00,0.00
28055,"0925",0.00,0.00,0.00,0.00
28057,"0925",2.84,3.09,0.06,0.25
28059,"0925",3.12,3.10,0.09,0.78
28061,"0925",1.12,1.75,0.00,0.32
28063,"0925",5.00,6.14,0.00,0.23
28065,"0925",0.99,1.98,0.00,0.00
28067,"0925",2.46,2.59,0.07,0.28
28069,"0925",2.27,2.60,0.00,0.65
28071,"0925",4.92,5.93,0.66,1.10
28073,"0925",3.31,3.06,0.13,0.72
28075,"0925",3.68,3.59,0.04,0.49
28077,"0925",1.62,1.62,0.00,0.46
28079,"0925",0.80,2.23,0.00,0.18
28081,"0925",3.18,3.29,0.12,0.52
28083,"0925",3.06,4.36,0.00,0.26
28085,"0925",3.99,6.61,0.09,0.28
28087,"0925",3.78,5.28,0.09,0.56
28089,"0925",3.77,3.84,0.14,0.75
28091,"0925",2.27,2.94,0.08,0.34
28093,"0925",2.82,2.18,0.30,0.74
28095,"0925",2.38,2.75,0.06,0.49
28097,"0925",3.06,2.38,0.00,0.34
28099,"0925",2.44,4.21,0.00,0.34
28101,"0925",2.72,3.86,0.00,0.45
28103,"0925",2.13,3.07,0.00,0.00
28105,"0925",4.36,3.78,0.15,0.84
28107,"0925",4.94,3.88,0.27,0.99
28109,"0925",3.19,3.03,0.07,0.45
28111,"0925",3.05,2.67,0.00,0.00
28113,"0925",2.69,2.25,0.00,0.36
28115,"0925",3.75,2.72,0.00,0.59
28117,"0925",2.53,3.82,0.05,0.29
28119,"0925",0.72,2.89,0.00,0.00
28121,"0925",3.53,3.48,0.14,0.60
28123,"0925",1.98,2.45,0.00,0.55
28125,"0925",1.11,3.33,1.11,0.00
28127,"0925",2.77,2.30,0.14,0.54
28129,"0925",3.35,4.34,0.00,0.20
28131,"0925",1.68,3.37,0.00,0.84
28133,"0925",3.51,1.78,0.05,0.38
28135,"0925",3.55,3.55,0.00,0.00
28137,"0925",3.64,5.86,0.16,0.60
28139,"0925",3.51,5.18,0.00,0.00
28141,"0925",1.93,2.84,0.00,0.11
28143,"0925",2.20,3.24,0.00,0.65
28145,"0925",2.77,3.48,0.38,0.54
28147,"0925",1.55,3.11,0.00,0.26
28149,"0925",2.50,3.48,0.27,0.54
28151,"0925",4.02,4.65,0.38,0.52
28153,"0925",3.47,2.89,0.00,0.46
28155,"0925",2.99,3.89,0.00,0.30
28157,"0925",3.59,4.90,0.33,0.33
28159,"0925",2.34,3.04,0.12,0.70
28161,"0925",2.25,3.03,0.10,0.29
28163,"0925",1.79,2.52,0.00,0.13
29001,"0925",4.34,4.51,0.25,1.01
29003,"0925",5.04,6.13,0.00,0.96
29005,"0925",3.34,5.01,0.21,1.04
29007,"0925",2.89,4.56,0.10,0.88
29009,"0925",3.18,3.11,0.14,0.48
29011,"0925",3.62,3.07,0.18,1.27
29013,"0925",3.26,3.01,0.38,0.75
29015,"0925",3.95,2.27,0.00,0.99
29017,"0925",4.61,3.88,0.73,1.46
29019,"0925",4.82,5.74,0.30,1.58
29021,"0925",3.32,4.51,0.20,0.81
29023,"0925",2.87,4.76,0.09,0.55
29025,"0925",4.71,3.44,0.18,1.09
29027,"0925",3.16,3.90,0.26,0.88
29029,"0925",2.74,4.06,0.13,0.88
29031,"0925",3.45,4.00,0.22,0.87
29033,"0925",3.37,3.56,0.00,0.75
29035,"0925",4.76,4.76,0.00,2.38
29037,"0925",3.95,3.80,0.19,0.80
29039,"0925",3.79,3.79,0.28,1.12
29041,"0925",4.22,2.94,0.55,0.73
29043,"0925",3.75,4.69,0.19,0.90
29045,"0925",2.01,2.68,0.34,0.00
29047,"0925",4.03,4.32,0.23,1.22
29049,"0925",3.82,4.77,0.16,0.88
29051,"0925",3.72,4.20,0.25,1.03
29053,"0925",4.14,4.34,0.43,1.49
29055,"0925",3.10,2.93,0.12,1.16
29057,"0925",2.33,3.89,0.00,2.59
29059,"0925",3.20,4.42,0.15,0.15
29061,"0925",2.97,2.75,0.00,0.64
